"period","location","stateDescription","sectorid","sectorDescription","fueltypeid","fuelTypeDescription","ash.content","ash.content.units","consumption.for.eg","consumption.for.eg.units","consumption.for.eg.btu","consumption.for.eg.btu.units","consumption.uto","consumption.uto.units","consumption.uto.btu","consumption.uto.btu.units","cost","cost.units","cost.per.btu","cost.per.btu.units","generation","generation.units","heat.content","heat.content.units","receipts","receipts.units","receipts.btu","receipts.btu.units","stocks","stocks.units","sulfur.content","sulfur.content.units","total.consumption","total.consumption.units","total.consumption.btu","total.consumption.btu.units"
"2007-02","CA","California",98,"Electric Power","NG","natural gas",0,"percent",47545.485,"thousand Mcf",49.04034,"million MMBtu",4795.239,"thousand Mcf",4.93766,"million MMBtu",7.39,"dollars per Mcf",7.2174,"dollars per million Btu",6580.66961,"thousand megawatthours",1.0313,"Btu per Mcf",44688.905,"thousand Mcf",45782.60186,"billion Btu",0,"thousand Mcf",0,"percent",52340.724,"thousand Mcf",53.978,"million MMBtu"
"2007-02","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.1853,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",18.74718,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.1853,"million MMBtu"
"2007-01","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.12583,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",12.73065,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.12583,"million MMBtu"
"2007-01","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",36.07941,"million MMBtu",0,"thousand physical units",0.08087,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2025.04781,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",36.16028,"million MMBtu"
"2007-01","CA","California",98,"Electric Power","NG","natural gas",0,"percent",52906.485,"thousand Mcf",54.70677,"million MMBtu",5201.684,"thousand Mcf",5.35746,"million MMBtu",6.7,"dollars per Mcf",6.5298,"dollars per million Btu",7239.14001,"thousand megawatthours",1.0337,"Btu per Mcf",49449.75,"thousand Mcf",50756.93184,"billion Btu",0,"thousand Mcf",0,"percent",58108.169,"thousand Mcf",60.06423,"million MMBtu"
"2007-01","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",2.29822,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",232.51914,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",2.29822,"million MMBtu"
"2006-12","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",33.09893,"million MMBtu",0,"thousand physical units",0.09112,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1794.33653,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",33.19005,"million MMBtu"
"2006-12","CA","California",98,"Electric Power","NG","natural gas",0,"percent",59534.54185,"thousand Mcf",61.62166,"million MMBtu",5432.87241,"thousand Mcf",5.57655,"million MMBtu",7.3,"dollars per Mcf",7.1039,"dollars per million Btu",8033.66941,"thousand megawatthours",1.0343,"Btu per Mcf",53609.705,"thousand Mcf",55065.3627,"billion Btu",0,"thousand Mcf",0,"percent",64967.41426,"thousand Mcf",67.19821,"million MMBtu"
"2006-12","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",2.64998,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",267.16115,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",2.64998,"million MMBtu"
"2006-12","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.02593,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",2.614,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.02593,"million MMBtu"
"2006-11","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",31.69967,"million MMBtu",0,"thousand physical units",0.07592,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1748.4342,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",31.77559,"million MMBtu"
"2006-11","CA","California",98,"Electric Power","NG","natural gas",0,"percent",55880.24051,"thousand Mcf",57.86109,"million MMBtu",4890.8485,"thousand Mcf",5.01982,"million MMBtu",7.26,"dollars per Mcf",7.0545,"dollars per million Btu",7562.06418,"thousand megawatthours",1.0347,"Btu per Mcf",50964.645,"thousand Mcf",52431.97603,"billion Btu",0,"thousand Mcf",0,"percent",60771.08901,"thousand Mcf",62.88091,"million MMBtu"
"2006-11","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",2.89566,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",291.93005,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",2.89566,"million MMBtu"
"2006-11","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.15273,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",15.398,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.15273,"million MMBtu"
"2006-10","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",33.77465,"million MMBtu",0,"thousand physical units",0.06446,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1906.13532,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",33.8391,"million MMBtu"
"2006-10","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",3.93066,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",396.27587,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",3.93066,"million MMBtu"
"2006-10","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.31512,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",31.769,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.31512,"million MMBtu"
"2006-10","CA","California",98,"Electric Power","NG","natural gas",0,"percent",61099.06654,"thousand Mcf",63.11358,"million MMBtu",5258.13658,"thousand Mcf",5.39509,"million MMBtu",5.52,"dollars per Mcf",5.3709,"dollars per million Btu",8333.24596,"thousand megawatthours",1.0324,"Btu per Mcf",55561.141,"thousand Mcf",57114.44237,"billion Btu",0,"thousand Mcf",0,"percent",66357.20312,"thousand Mcf",68.50867,"million MMBtu"
"2006-09","CA","California",98,"Electric Power","NG","natural gas",0,"percent",69785.74381,"thousand Mcf",72.0841,"million MMBtu",5100.46747,"thousand Mcf",5.23448,"million MMBtu",5.97,"dollars per Mcf",5.8217,"dollars per million Btu",9152.63531,"thousand megawatthours",1.0325,"Btu per Mcf",62386.218,"thousand Mcf",63990.41801,"billion Btu",0,"thousand Mcf",0,"percent",74886.21128,"thousand Mcf",77.31858,"million MMBtu"
"2006-09","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",33.63142,"million MMBtu",0,"thousand physical units",0.06168,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1912.17982,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",33.6931,"million MMBtu"
"2006-09","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",3.98505,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",401.75991,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",3.98505,"million MMBtu"
"2006-09","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.52744,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",53.175,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.52744,"million MMBtu"
"2006-08","CA","California",98,"Electric Power","NG","natural gas",0,"percent",76305.08643,"thousand Mcf",78.78108,"million MMBtu",5967.72486,"thousand Mcf",6.12328,"million MMBtu",7.16,"dollars per Mcf",6.9844,"dollars per million Btu",9890.28682,"thousand megawatthours",1.032,"Btu per Mcf",65400.849,"thousand Mcf",67082.96995,"billion Btu",0,"thousand Mcf",0,"percent",82272.81129,"thousand Mcf",84.90436,"million MMBtu"
"2006-08","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",36.38456,"million MMBtu",0,"thousand physical units",0.0647,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2118.12613,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",36.44926,"million MMBtu"
"2006-08","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",4.96272,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",500.32486,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",4.96272,"million MMBtu"
"2006-08","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.80302,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",80.958,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.80302,"million MMBtu"
"2006-07","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.59456,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",59.942,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.59456,"million MMBtu"
"2006-07","CA","California",98,"Electric Power","NG","natural gas",0,"percent",101232.24098,"thousand Mcf",104.44869,"million MMBtu",5899.12279,"thousand Mcf",6.05347,"million MMBtu",6.44,"dollars per Mcf",6.2823,"dollars per million Btu",12416.93085,"thousand megawatthours",1.0315,"Btu per Mcf",91461.974,"thousand Mcf",93713.53765,"billion Btu",0,"thousand Mcf",0,"percent",107131.36377,"thousand Mcf",110.50216,"million MMBtu"
"2006-07","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",36.36863,"million MMBtu",0,"thousand physical units",0.10131,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2110.82723,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",36.46994,"million MMBtu"
"2006-07","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",5.33662,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",538.01933,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",5.33662,"million MMBtu"
"2006-06","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",35.10561,"million MMBtu",0,"thousand physical units",0.11686,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2101.58475,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",35.22247,"million MMBtu"
"2006-06","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",5.90778,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",595.60233,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",5.90778,"million MMBtu"
"2006-06","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.67065,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",67.612,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.67065,"million MMBtu"
"2006-06","CA","California",98,"Electric Power","NG","natural gas",0,"percent",61452.77653,"thousand Mcf",63.46115,"million MMBtu",5376.41817,"thousand Mcf",5.51919,"million MMBtu",6.2,"dollars per Mcf",6.0259,"dollars per million Btu",7708.11191,"thousand megawatthours",1.0322,"Btu per Mcf",53951.174,"thousand Mcf",55503.04472,"billion Btu",0,"thousand Mcf",0,"percent",66829.1947,"thousand Mcf",68.98034,"million MMBtu"
"2006-05","CA","California",98,"Electric Power","NG","natural gas",0,"percent",48504.15031,"thousand Mcf",50.04718,"million MMBtu",5514.77193,"thousand Mcf",5.6603,"million MMBtu",6.23,"dollars per Mcf",6.0718,"dollars per million Btu",6209.52866,"thousand megawatthours",1.0313,"Btu per Mcf",41623.746,"thousand Mcf",42681.15594,"billion Btu",0,"thousand Mcf",0,"percent",54018.92224,"thousand Mcf",55.70748,"million MMBtu"
"2006-05","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",31.67111,"million MMBtu",0,"thousand physical units",0.13084,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1912.17133,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",31.80195,"million MMBtu"
"2006-05","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",5.72567,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",577.24271,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",5.72567,"million MMBtu"
"2006-05","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.68073,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",68.629,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.68073,"million MMBtu"
"2006-04","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",30.60158,"million MMBtu",0,"thousand physical units",0.11003,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1775.7524,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",30.71161,"million MMBtu"
"2006-04","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",4.26565,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",430.04799,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",4.26565,"million MMBtu"
"2006-04","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.51007,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",51.423,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.51007,"million MMBtu"
"2006-04","CA","California",98,"Electric Power","NG","natural gas",0,"percent",39046.13308,"thousand Mcf",40.36612,"million MMBtu",5077.2549,"thousand Mcf",5.21089,"million MMBtu",6.53,"dollars per Mcf",6.375,"dollars per million Btu",4852.68731,"thousand megawatthours",1.0329,"Btu per Mcf",36310.565,"thousand Mcf",37192.77526,"billion Btu",0,"thousand Mcf",0,"percent",44123.38798,"thousand Mcf",45.57702,"million MMBtu"
"2006-03","CA","California",98,"Electric Power","NG","natural gas",0,"percent",47655.80159,"thousand Mcf",49.2985,"million MMBtu",5443.16838,"thousand Mcf",5.58526,"million MMBtu",6.63,"dollars per Mcf",6.4342,"dollars per million Btu",6240.26174,"thousand megawatthours",1.0336,"Btu per Mcf",45012.204,"thousand Mcf",46410.51598,"billion Btu",0,"thousand Mcf",0,"percent",53098.96997,"thousand Mcf",54.88375,"million MMBtu"
"2006-03","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",33.65937,"million MMBtu",0,"thousand physical units",0.0663,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1901.21874,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",33.72567,"million MMBtu"
"2006-03","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",3.85416,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",388.56346,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",3.85416,"million MMBtu"
"2006-03","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.31941,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",32.202,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.31941,"million MMBtu"
"2006-02","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.18503,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",18.654,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.18503,"million MMBtu"
"2006-02","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",28.70413,"million MMBtu",0,"thousand physical units",0.06156,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1561.88292,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",28.76568,"million MMBtu"
"2006-02","CA","California",98,"Electric Power","NG","natural gas",0,"percent",42201.19117,"thousand Mcf",43.56497,"million MMBtu",4721.25695,"thousand Mcf",4.84443,"million MMBtu",7.42,"dollars per Mcf",7.2053,"dollars per million Btu",5580.28616,"thousand megawatthours",1.0317,"Btu per Mcf",40033.999,"thousand Mcf",41210.63726,"billion Btu",0,"thousand Mcf",0,"percent",46922.44812,"thousand Mcf",48.40939,"million MMBtu"
"2006-02","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",2.13345,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",215.08697,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",2.13345,"million MMBtu"
"2006-01","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",31.96803,"million MMBtu",0,"thousand physical units",0.07016,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1758.45085,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",32.03819,"million MMBtu"
"2006-01","CA","California",98,"Electric Power","NG","natural gas",0,"percent",43643.26061,"thousand Mcf",45.00518,"million MMBtu",5813.8372,"thousand Mcf",5.96892,"million MMBtu",8.78,"dollars per Mcf",8.5251,"dollars per million Btu",5745.90135,"thousand megawatthours",1.0307,"Btu per Mcf",37839.435,"thousand Mcf",38966.85711,"billion Btu",0,"thousand Mcf",0,"percent",49457.09781,"thousand Mcf",50.9741,"million MMBtu"
"2006-01","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",2.78512,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",280.78637,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",2.78512,"million MMBtu"
"2006-01","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.12097,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",12.196,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.12097,"million MMBtu"
"2005-12","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",31.82436,"million MMBtu",0,"thousand physical units",0.07188,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1719.33466,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",31.89624,"million MMBtu"
"2005-12","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",2.14183,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",214.20457,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",2.14183,"million MMBtu"
"2005-12","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.02098,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",2.098,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.02098,"million MMBtu"
"2005-12","CA","California",98,"Electric Power","NG","natural gas",0,"percent",53018.86519,"thousand Mcf",54.67034,"million MMBtu",5747.6864,"thousand Mcf",5.8949,"million MMBtu",11.55,"dollars per Mcf",11.2247,"dollars per million Btu",7136.35581,"thousand megawatthours",1.0306,"Btu per Mcf",47891.533,"thousand Mcf",49298.01883,"billion Btu",0,"thousand Mcf",0,"percent",58766.55159,"thousand Mcf",60.56523,"million MMBtu"
"2005-11","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.11867,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",11.868,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.11867,"million MMBtu"
"2005-11","CA","California",98,"Electric Power","NG","natural gas",0,"percent",50473.97545,"thousand Mcf",52.07441,"million MMBtu",5499.41384,"thousand Mcf",5.64143,"million MMBtu",9.46,"dollars per Mcf",9.1963,"dollars per million Btu",6616.33338,"thousand megawatthours",1.0311,"Btu per Mcf",46842.554,"thousand Mcf",48178.32375,"billion Btu",0,"thousand Mcf",0,"percent",55973.38929,"thousand Mcf",57.71584,"million MMBtu"
"2005-11","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",30.84235,"million MMBtu",0,"thousand physical units",0.08252,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1675.78101,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",30.92487,"million MMBtu"
"2005-11","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",2.16837,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",216.85855,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",2.16837,"million MMBtu"
"2005-10","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",33.00613,"million MMBtu",0,"thousand physical units",0.08515,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1837.33161,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",33.09128,"million MMBtu"
"2005-10","CA","California",98,"Electric Power","NG","natural gas",0,"percent",48638.33712,"thousand Mcf",50.09226,"million MMBtu",5816.74974,"thousand Mcf",5.96443,"million MMBtu",11.1,"dollars per Mcf",10.8028,"dollars per million Btu",6417.57043,"thousand megawatthours",1.0294,"Btu per Mcf",44440.418,"thousand Mcf",45646.19212,"billion Btu",0,"thousand Mcf",0,"percent",54455.08686,"thousand Mcf",56.05669,"million MMBtu"
"2005-10","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.36596,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",36.6,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.36596,"million MMBtu"
"2005-10","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",3.22145,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",322.17748,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",3.22145,"million MMBtu"
"2005-09","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",33.47048,"million MMBtu",0,"thousand physical units",0.08069,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1908.58989,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",33.55117,"million MMBtu"
"2005-09","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",4.04134,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",404.17438,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",4.04134,"million MMBtu"
