"period","location","stateDescription","sectorid","sectorDescription","fueltypeid","fuelTypeDescription","ash.content","ash.content.units","consumption.for.eg","consumption.for.eg.units","consumption.for.eg.btu","consumption.for.eg.btu.units","consumption.uto","consumption.uto.units","consumption.uto.btu","consumption.uto.btu.units","cost","cost.units","cost.per.btu","cost.per.btu.units","generation","generation.units","heat.content","heat.content.units","receipts","receipts.units","receipts.btu","receipts.btu.units","stocks","stocks.units","sulfur.content","sulfur.content.units","total.consumption","total.consumption.units","total.consumption.btu","total.consumption.btu.units"
"2009-07","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",8.57844,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",878.93855,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",8.57844,"million MMBtu"
"2009-07","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.9248,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",94.75343,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.9248,"million MMBtu"
"2009-07","CA","California",98,"Electric Power","NG","natural gas",0,"percent",81805.917,"thousand Mcf",84.06815,"million MMBtu",5587.562,"thousand Mcf",5.76019,"million MMBtu",3.98,"dollars per Mcf",3.8697,"dollars per million Btu",10550.48018,"thousand megawatthours",1.0279,"Btu per Mcf",88988.031,"thousand Mcf",91445.12577,"billion Btu",0,"thousand Mcf",0,"percent",87393.479,"thousand Mcf",89.82834,"million MMBtu"
"2009-06","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",37.30775,"million MMBtu",0,"thousand physical units",0.10774,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2406.77196,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",37.41549,"million MMBtu"
"2009-06","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",8.29917,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",850.32458,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",8.29917,"million MMBtu"
"2009-06","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.78686,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",80.62121,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.78686,"million MMBtu"
"2009-06","CA","California",98,"Electric Power","NG","natural gas",0,"percent",41933.841,"thousand Mcf",43.06957,"million MMBtu",4173.138,"thousand Mcf",4.29812,"million MMBtu",3.76,"dollars per Mcf",3.6607,"dollars per million Btu",5516.96969,"thousand megawatthours",1.0273,"Btu per Mcf",47967.908,"thousand Mcf",49240.84137,"billion Btu",0,"thousand Mcf",0,"percent",46106.979,"thousand Mcf",47.3677,"million MMBtu"
"2009-05","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",6.83967,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",700.78591,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",6.83967,"million MMBtu"
"2009-05","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.78363,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",80.29015,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.78363,"million MMBtu"
"2009-05","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",35.38946,"million MMBtu",0,"thousand physical units",0.10609,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2199.33182,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",35.49555,"million MMBtu"
"2009-05","CA","California",98,"Electric Power","NG","natural gas",0,"percent",47068.863,"thousand Mcf",48.41097,"million MMBtu",4529.179,"thousand Mcf",4.66418,"million MMBtu",3.99,"dollars per Mcf",3.8799,"dollars per million Btu",6051.475,"thousand megawatthours",1.0286,"Btu per Mcf",54035.159,"thousand Mcf",55530.39394,"billion Btu",0,"thousand Mcf",0,"percent",51598.042,"thousand Mcf",53.07515,"million MMBtu"
"2009-04","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.713,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",73.05337,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.713,"million MMBtu"
"2009-04","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",34.5268,"million MMBtu",0,"thousand physical units",0.09884,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2124.03427,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",34.62563,"million MMBtu"
"2009-04","CA","California",98,"Electric Power","NG","natural gas",0,"percent",45011.674,"thousand Mcf",46.18778,"million MMBtu",4649.407,"thousand Mcf",4.78868,"million MMBtu",3.91,"dollars per Mcf",3.8178,"dollars per million Btu",5925.28749,"thousand megawatthours",1.0265,"Btu per Mcf",51502.55,"thousand Mcf",52808.27489,"billion Btu",0,"thousand Mcf",0,"percent",49661.081,"thousand Mcf",50.97645,"million MMBtu"
"2009-04","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",5.88441,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",602.91095,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",5.88441,"million MMBtu"
"2009-03","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",34.42795,"million MMBtu",0,"thousand physical units",0.02811,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2027.45223,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",34.45605,"million MMBtu"
"2009-03","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",4.31875,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",442.49507,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",4.31875,"million MMBtu"
"2009-03","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.54151,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",55.48261,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.54151,"million MMBtu"
"2009-03","CA","California",98,"Electric Power","NG","natural gas",0,"percent",50949.92,"thousand Mcf",52.58562,"million MMBtu",4404.592,"thousand Mcf",4.53694,"million MMBtu",NA,"dollars per Mcf",NA,"dollars per million Btu",7012.71529,"thousand megawatthours",1.0319,"Btu per Mcf",57574.283,"thousand Mcf",59370.04486,"billion Btu",0,"thousand Mcf",0,"percent",55354.512,"thousand Mcf",57.12256,"million MMBtu"
"2009-02","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",29.85258,"million MMBtu",0,"thousand physical units",0.12457,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1677.67215,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",29.97715,"million MMBtu"
"2009-02","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",2.38735,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",244.60627,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",2.38735,"million MMBtu"
"2009-02","CA","California",98,"Electric Power","NG","natural gas",0,"percent",55238.118,"thousand Mcf",56.9236,"million MMBtu",4584.226,"thousand Mcf",4.72361,"million MMBtu",4.67,"dollars per Mcf",4.5393,"dollars per million Btu",7601.93174,"thousand megawatthours",1.0305,"Btu per Mcf",61604.733,"thousand Mcf",63439.49049,"billion Btu",0,"thousand Mcf",0,"percent",59822.344,"thousand Mcf",61.64721,"million MMBtu"
"2009-02","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.21397,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",21.92266,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.21397,"million MMBtu"
"2009-01","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.0185,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",1.89588,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.0185,"million MMBtu"
"2009-01","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",30.93768,"million MMBtu",0,"thousand physical units",0.10561,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1657.30312,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",31.04328,"million MMBtu"
"2009-01","CA","California",98,"Electric Power","NG","natural gas",0,"percent",60546.939,"thousand Mcf",62.18103,"million MMBtu",5588.038,"thousand Mcf",5.72729,"million MMBtu",5.47,"dollars per Mcf",5.3302,"dollars per million Btu",8293.99037,"thousand megawatthours",1.0268,"Btu per Mcf",68635.289,"thousand Mcf",70419.68972,"billion Btu",0,"thousand Mcf",0,"percent",66134.977,"thousand Mcf",67.90832,"million MMBtu"
"2009-01","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",1.46241,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",149.83668,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",1.46241,"million MMBtu"
"2008-12","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.11228,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",11.39478,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.11228,"million MMBtu"
"2008-12","CA","California",98,"Electric Power","NG","natural gas",0,"percent",69322.93,"thousand Mcf",71.33931,"million MMBtu",5163.306,"thousand Mcf",5.32075,"million MMBtu",6.06,"dollars per Mcf",5.8987,"dollars per million Btu",9248.99952,"thousand megawatthours",1.0292,"Btu per Mcf",75983.542,"thousand Mcf",78060.38443,"billion Btu",0,"thousand Mcf",0,"percent",74486.236,"thousand Mcf",76.66007,"million MMBtu"
"2008-12","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",31.69779,"million MMBtu",0,"thousand physical units",0.09984,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1762.86693,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",31.79763,"million MMBtu"
"2008-12","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",2.36599,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",240.10486,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",2.36599,"million MMBtu"
"2008-11","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",30.63048,"million MMBtu",0,"thousand physical units",0.0733,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1697.46175,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",30.70378,"million MMBtu"
"2008-11","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",2.19278,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",222.52705,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",2.19278,"million MMBtu"
"2008-11","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.20946,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",21.25579,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.20946,"million MMBtu"
"2008-11","CA","California",98,"Electric Power","NG","natural gas",0,"percent",63600.63,"thousand Mcf",65.25331,"million MMBtu",4713.182,"thousand Mcf",4.8559,"million MMBtu",5.41,"dollars per Mcf",5.2811,"dollars per million Btu",8226.69116,"thousand megawatthours",1.0263,"Btu per Mcf",70753.654,"thousand Mcf",72518.01262,"billion Btu",0,"thousand Mcf",0,"percent",68313.812,"thousand Mcf",70.10921,"million MMBtu"
