"period","location","stateDescription","sectorid","sectorDescription","fueltypeid","fuelTypeDescription","ash.content.units","consumption.for.eg.btu","consumption.for.eg.btu.units","consumption.uto.btu","consumption.uto.btu.units","generation","generation.units","total.consumption.btu","total.consumption.btu.units","consumption_gwh","ratio"
2014-10-01,"CA","California",98,"Electric Power","SUN","solar","percent",9.11112,"million MMBtu",0,"million MMBtu",958.05736,"thousand megawatthours",9.11112,"million MMBtu",2663.29143525285,2.77988724521969
2014-10-01,"CA","California",98,"Electric Power","NG","natural gas","percent",85.07336,"million MMBtu",3.81367,"million MMBtu",10988.04231,"thousand megawatthours",88.88703,"million MMBtu",25982.76235019,2.36463981637053
2014-09-01,"CA","California",98,"Electric Power","NG","natural gas","percent",85.84337,"million MMBtu",3.86376,"million MMBtu",11111.64066,"thousand megawatthours",89.70713,"million MMBtu",26222.4875767319,2.35991140994402
2014-09-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",35.33328,"million MMBtu",0.20493,"million MMBtu",3489.14437,"thousand megawatthours",35.53821,"million MMBtu",10388.2519731073,2.97730643146396
2014-09-01,"CA","California",98,"Electric Power","WND","wind","percent",9.06254,"million MMBtu",0,"million MMBtu",952.94845,"thousand megawatthours",9.06254,"million MMBtu",2649.09090909091,2.7798889951402
2014-09-01,"CA","California",98,"Electric Power","SUN","solar","percent",10.09934,"million MMBtu",0,"million MMBtu",1061.97076,"thousand megawatthours",10.09934,"million MMBtu",2952.1601870798,2.77988839078752
2014-08-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",39.33139,"million MMBtu",0.21999,"million MMBtu",3893.36065,"thousand megawatthours",39.55137,"million MMBtu",11561.3475591932,2.96950336701873
2014-08-01,"CA","California",98,"Electric Power","WND","wind","percent",12.22103,"million MMBtu",0,"million MMBtu",1285.07102,"thousand megawatthours",12.22103,"million MMBtu",3572.35603624671,2.77988996767409
2014-08-01,"CA","California",98,"Electric Power","SUN","solar","percent",10.31537,"million MMBtu",0,"million MMBtu",1084.68718,"thousand megawatthours",10.31537,"million MMBtu",3015.30838935984,2.77988755187448
2014-08-01,"CA","California",98,"Electric Power","NG","natural gas","percent",80.95773,"million MMBtu",3.87008,"million MMBtu",10557.92421,"thousand megawatthours",84.82782,"million MMBtu",24796.2057877813,2.34858721227564
2014-07-01,"CA","California",98,"Electric Power","NG","natural gas","percent",79.03528,"million MMBtu",3.80485,"million MMBtu",10211.50001,"thousand megawatthours",82.84013,"million MMBtu",24215.1797719965,2.37136363396982
2014-07-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",39.59549,"million MMBtu",0.18814,"million MMBtu",3920.53452,"thousand megawatthours",39.78363,"million MMBtu",11629.2399883075,2.96623838636868
2014-07-01,"CA","California",98,"Electric Power","WND","wind","percent",13.38284,"million MMBtu",0,"million MMBtu",1407.23902,"thousand megawatthours",13.38284,"million MMBtu",3911.96726103478,2.77988828154778
2014-07-01,"CA","California",98,"Electric Power","SUN","solar","percent",9.4219,"million MMBtu",0,"million MMBtu",990.7364,"thousand megawatthours",9.4219,"million MMBtu",2754.13621748027,2.77988798784446
2014-06-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",44.16318,"million MMBtu",0.20435,"million MMBtu",4414.77683,"thousand megawatthours",44.36753,"million MMBtu",12969.1698333821,2.93767280494268
2014-06-01,"CA","California",98,"Electric Power","WND","wind","percent",17.66474,"million MMBtu",0,"million MMBtu",1857.49071,"thousand megawatthours",17.66474,"million MMBtu",5163.618824905,2.77988944822502
2014-06-01,"CA","California",98,"Electric Power","SUN","solar","percent",10.22132,"million MMBtu",0,"million MMBtu",1074.79662,"thousand megawatthours",10.22132,"million MMBtu",2987.81642794504,2.77989004835635
2014-06-01,"CA","California",98,"Electric Power","NG","natural gas","percent",54.80948,"million MMBtu",3.20244,"million MMBtu",7082.2926,"thousand megawatthours",58.01191,"million MMBtu",16957.5884244373,2.39436428035144
2014-05-01,"CA","California",98,"Electric Power","SUN","solar","percent",9.21146,"million MMBtu",0,"million MMBtu",968.60737,"thousand megawatthours",9.21146,"million MMBtu",2692.62204033908,2.77989010174379
2014-05-01,"CA","California",98,"Electric Power","NG","natural gas","percent",55.74161,"million MMBtu",3.24852,"million MMBtu",7167.1496,"thousand megawatthours",58.99013,"million MMBtu",17243.5340543701,2.40591239428992
2014-05-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",41.11428,"million MMBtu",0.20711,"million MMBtu",4128.79842,"thousand megawatthours",41.32138,"million MMBtu",12078.7430575855,2.92548626231685
2014-05-01,"CA","California",98,"Electric Power","WND","wind","percent",16.79021,"million MMBtu",0,"million MMBtu",1765.5326,"thousand megawatthours",16.79021,"million MMBtu",4907.98304589301,2.77988808923325
2014-04-01,"CA","California",98,"Electric Power","NG","natural gas","percent",55.03544,"million MMBtu",3.29901,"million MMBtu",7139.10742,"thousand megawatthours",58.33445,"million MMBtu",17051.8707980123,2.38851578983697
2014-04-01,"CA","California",98,"Electric Power","WND","wind","percent",12.41853,"million MMBtu",0,"million MMBtu",1305.83941,"thousand megawatthours",12.41853,"million MMBtu",3630.08769365683,2.77988829702791
2014-04-01,"CA","California",98,"Electric Power","SUN","solar","percent",7.93403,"million MMBtu",0,"million MMBtu",834.28256,"thousand megawatthours",7.93403,"million MMBtu",2319.21368021046,2.77988992147992
2014-04-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",35.58548,"million MMBtu",0.26077,"million MMBtu",3538.0891,"thousand megawatthours",35.84624,"million MMBtu",10478.2928968138,2.96156840618112
2014-03-01,"CA","California",98,"Electric Power","SUN","solar","percent",6.70035,"million MMBtu",0,"million MMBtu",704.55724,"thousand megawatthours",6.70035,"million MMBtu",1958.5939783689,2.77989333892715
2014-03-01,"CA","California",98,"Electric Power","NG","natural gas","percent",57.38137,"million MMBtu",3.33373,"million MMBtu",7535.74761,"thousand megawatthours",60.7151,"million MMBtu",17747.7638117509,2.35514307673993
2014-03-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",32.89177,"million MMBtu",0.19616,"million MMBtu",3219.78737,"thousand megawatthours",33.08792,"million MMBtu",9672.00233849751,3.00392579603712
2014-03-01,"CA","California",98,"Electric Power","WND","wind","percent",10.03088,"million MMBtu",0,"million MMBtu",1054.77178,"thousand megawatthours",10.03088,"million MMBtu",2932.14849459222,2.77988902451697
2014-02-01,"CA","California",98,"Electric Power","SUN","solar","percent",3.85679,"million MMBtu",0,"million MMBtu",405.55102,"thousand megawatthours",3.85679,"million MMBtu",1127.3867290266,2.7798887770683
2014-02-01,"CA","California",98,"Electric Power","NG","natural gas","percent",66.70636,"million MMBtu",3.4549,"million MMBtu",8814.59233,"thousand megawatthours",70.16126,"million MMBtu",20508.9915229465,2.32670902466416
2014-02-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",25.50939,"million MMBtu",0.24946,"million MMBtu",2492.3694,"thousand megawatthours",25.75885,"million MMBtu",7529.62584039754,3.02107137104056
2014-02-01,"CA","California",98,"Electric Power","WND","wind","percent",7.90184,"million MMBtu",0,"million MMBtu",830.89717,"thousand megawatthours",7.90184,"million MMBtu",2309.80415083309,2.77989170529139
2014-01-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",24.04394,"million MMBtu",0.21817,"million MMBtu",2295.40818,"thousand megawatthours",24.26211,"million MMBtu",7092.1104940076,3.08969470258122
2014-01-01,"CA","California",98,"Electric Power","WND","wind","percent",4.75169,"million MMBtu",0,"million MMBtu",499.65187,"thousand megawatthours",4.75169,"million MMBtu",1388.97690733704,2.77988934042624
2014-01-01,"CA","California",98,"Electric Power","SUN","solar","percent",3.36906,"million MMBtu",0,"million MMBtu",354.2651,"thousand megawatthours",3.36906,"million MMBtu",984.817304881613,2.77988801290789
2014-01-01,"CA","California",98,"Electric Power","NG","natural gas","percent",70.77072,"million MMBtu",3.89549,"million MMBtu",9480.48546,"thousand megawatthours",74.66621,"million MMBtu",21825.8433206665,2.30218625541423
2013-12-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",24.55951,"million MMBtu",0.21465,"million MMBtu",2342.86691,"thousand megawatthours",24.77416,"million MMBtu",7241.78895059924,3.09099459285941
2013-12-01,"CA","California",98,"Electric Power","WND","wind","percent",4.39242,"million MMBtu",0,"million MMBtu",460.37301,"thousand megawatthours",4.39242,"million MMBtu",1283.95790704472,2.78895130504007
2013-12-01,"CA","California",98,"Electric Power","SUN","solar","percent",4.0626,"million MMBtu",0,"million MMBtu",425.79134,"thousand megawatthours",4.0626,"million MMBtu",1187.54750073078,2.78903629353002
2013-12-01,"CA","California",98,"Electric Power","NG","natural gas","percent",79.30332,"million MMBtu",4.77656,"million MMBtu",10522.32693,"thousand megawatthours",84.07988,"million MMBtu",24577.5738088278,2.33575462655082
2013-11-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",24.22801,"million MMBtu",0.27701,"million MMBtu",2311.0688,"thousand megawatthours",24.50501,"million MMBtu",7163.1131248173,3.09948069257709
2013-11-01,"CA","California",98,"Electric Power","WND","wind","percent",5.30765,"million MMBtu",0,"million MMBtu",556.29932,"thousand megawatthours",5.30765,"million MMBtu",1551.49079216603,2.78894964704619
2013-11-01,"CA","California",98,"Electric Power","SUN","solar","percent",3.81832,"million MMBtu",0,"million MMBtu",400.19042,"thousand megawatthours",3.81832,"million MMBtu",1116.14147909968,2.7890259819305
2013-11-01,"CA","California",98,"Electric Power","NG","natural gas","percent",67.6051,"million MMBtu",4.03227,"million MMBtu",8972.4213,"thousand megawatthours",71.63737,"million MMBtu",20940.4764688688,2.33387128944433
2013-10-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",27.30161,"million MMBtu",0.15209,"million MMBtu",2635.81979,"thousand megawatthours",27.45369,"million MMBtu",8025.04823151125,3.04461187443746
2013-10-01,"CA","California",98,"Electric Power","WND","wind","percent",7.1573,"million MMBtu",0,"million MMBtu",750.1635,"thousand megawatthours",7.1573,"million MMBtu",2092.16603332359,2.788946720713
2013-10-01,"CA","California",98,"Electric Power","SUN","solar","percent",3.807,"million MMBtu",0,"million MMBtu",399.00201,"thousand megawatthours",3.807,"million MMBtu",1112.83250511546,2.78903984748213
2013-10-01,"CA","California",98,"Electric Power","NG","natural gas","percent",67.97312,"million MMBtu",3.84942,"million MMBtu",9128.57487,"thousand megawatthours",71.82254,"million MMBtu",20994.6039169833,2.29987749631979
2013-09-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",31.37116,"million MMBtu",0.12095,"million MMBtu",3053.09047,"thousand megawatthours",31.49212,"million MMBtu",9205.53054662379,3.01515157741912
2013-09-01,"CA","California",98,"Electric Power","WND","wind","percent",11.05065,"million MMBtu",0,"million MMBtu",1158.22829,"thousand megawatthours",11.05065,"million MMBtu",3230.23969599532,2.78894905597179
2013-09-01,"CA","California",98,"Electric Power","SUN","solar","percent",4.28822,"million MMBtu",0,"million MMBtu",449.43931,"thousand megawatthours",4.28822,"million MMBtu",1253.49897690734,2.7890283493612
2013-09-01,"CA","California",98,"Electric Power","NG","natural gas","percent",81.18421,"million MMBtu",4.54549,"million MMBtu",10615.8668,"thousand megawatthours",85.7297,"million MMBtu",25059.8363051739,2.36060199108507
2013-08-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",33.28755,"million MMBtu",0.15479,"million MMBtu",3252.4003,"thousand megawatthours",33.44233,"million MMBtu",9775.60070154925,3.0056572991797
2013-08-01,"CA","California",98,"Electric Power","WND","wind","percent",12.36811,"million MMBtu",0,"million MMBtu",1296.31073,"thousand megawatthours",12.36811,"million MMBtu",3615.34931306635,2.78895270200097
2013-08-01,"CA","California",98,"Electric Power","SUN","solar","percent",4.39507,"million MMBtu",0,"million MMBtu",460.637,"thousand megawatthours",4.39507,"million MMBtu",1284.73253434668,2.78903460717806
2013-08-01,"CA","California",98,"Electric Power","NG","natural gas","percent",81.04793,"million MMBtu",4.40019,"million MMBtu",10617.35849,"thousand megawatthours",85.44812,"million MMBtu",24977.5270388775,2.35251800741236
2013-07-01,"CA","California",98,"Electric Power","NG","natural gas","percent",80.03482,"million MMBtu",4.91242,"million MMBtu",10362.9196,"thousand megawatthours",84.94723,"million MMBtu",24831.1107863198,2.39615009522218
2013-07-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",33.35244,"million MMBtu",0.11311,"million MMBtu",3250.43947,"thousand megawatthours",33.46555,"million MMBtu",9782.38819058755,3.00955863995448
2013-07-01,"CA","California",98,"Electric Power","WND","wind","percent",13.47826,"million MMBtu",0,"million MMBtu",1412.66769,"thousand megawatthours",13.47826,"million MMBtu",3939.85969014908,2.78895009635924
2013-07-01,"CA","California",98,"Electric Power","SUN","solar","percent",3.21361,"million MMBtu",0,"million MMBtu",336.81039,"thousand megawatthours",3.21361,"million MMBtu",939.377375036539,2.78903918325245
2013-06-01,"CA","California",98,"Electric Power","NG","natural gas","percent",62.53308,"million MMBtu",4.27245,"million MMBtu",8065.43009,"thousand megawatthours",66.80553,"million MMBtu",19528.0707395498,2.42120637357726
2013-06-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",34.53848,"million MMBtu",0.1186,"million MMBtu",3383.9443,"thousand megawatthours",34.65708,"million MMBtu",10130.6869336451,2.99375108911962
2013-06-01,"CA","California",98,"Electric Power","WND","wind","percent",15.55601,"million MMBtu",0,"million MMBtu",1630.43799,"thousand megawatthours",15.55601,"million MMBtu",4547.21134171295,2.78895080315992
2013-06-01,"CA","California",98,"Electric Power","SUN","solar","percent",3.31767,"million MMBtu",0,"million MMBtu",347.71707,"thousand megawatthours",3.31767,"million MMBtu",969.795381467407,2.78903587180062
2013-05-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",34.72678,"million MMBtu",0.16818,"million MMBtu",3428.29974,"thousand megawatthours",34.89496,"million MMBtu",10200.222157264,2.97530056612377
2013-05-01,"CA","California",98,"Electric Power","WND","wind","percent",16.60244,"million MMBtu",0,"million MMBtu",1740.11442,"thousand megawatthours",16.60244,"million MMBtu",4853.09558608594,2.78895199666579
2013-05-01,"CA","California",98,"Electric Power","SUN","solar","percent",2.49022,"million MMBtu",0,"million MMBtu",260.99329,"thousand megawatthours",2.49022,"million MMBtu",727.921660333236,2.78904358166923
2013-05-01,"CA","California",98,"Electric Power","NG","natural gas","percent",52.60638,"million MMBtu",3.7943,"million MMBtu",6698.25335,"thousand megawatthours",56.40068,"million MMBtu",16486.6062554809,2.46132915463415
2013-04-01,"CA","California",98,"Electric Power","SUN","solar","percent",2.22884,"million MMBtu",0,"million MMBtu",233.59898,"thousand megawatthours",2.22884,"million MMBtu",651.517100263081,2.78904086080804
2013-04-01,"CA","California",98,"Electric Power","NG","natural gas","percent",49.13928,"million MMBtu",3.40663,"million MMBtu",6395.17899,"thousand megawatthours",52.54591,"million MMBtu",15359.8099970769,2.40177953128359
2013-04-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",31.58455,"million MMBtu",0.11902,"million MMBtu",3117.60648,"thousand megawatthours",31.70356,"million MMBtu",9267.3370359544,2.97258075879878
