"period","location","stateDescription","sectorid","sectorDescription","fueltypeid","fuelTypeDescription","ash.content.units","consumption.for.eg.btu","consumption.for.eg.btu.units","consumption.uto.btu","consumption.uto.btu.units","generation","generation.units","total.consumption.btu","total.consumption.btu.units","consumption_gwh","ratio"
2011-06-01,"CA","California",98,"Electric Power","SUN","solar","percent",1.22282,"million MMBtu",0,"million MMBtu",125.85586,"thousand megawatthours",1.22282,"million MMBtu",357.445191464484,2.84011560100963
2011-06-01,"CA","California",98,"Electric Power","NG","natural gas","percent",31.64017,"million MMBtu",3.54404,"million MMBtu",3940.17356,"thousand megawatthours",35.18421,"million MMBtu",10284.7734580532,2.61023361063648
2011-06-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",26.55116,"million MMBtu",0.05328,"million MMBtu",2497.75109,"thousand megawatthours",26.60444,"million MMBtu",7776.80210464776,3.11352165385213
2011-06-01,"CA","California",98,"Electric Power","WND","wind","percent",9.91831,"million MMBtu",0,"million MMBtu",1020.82189,"thousand megawatthours",9.91831,"million MMBtu",2899.24291142941,2.84010652576171
2011-05-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",26.31893,"million MMBtu",0.09511,"million MMBtu",2525.17424,"thousand megawatthours",26.41404,"million MMBtu",7721.14586378252,3.05766855271837
2011-05-01,"CA","California",98,"Electric Power","WND","wind","percent",9.97281,"million MMBtu",0,"million MMBtu",1026.43106,"thousand megawatthours",9.97281,"million MMBtu",2915.1739257527,2.84010689013318
2011-05-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.94546,"million MMBtu",0,"million MMBtu",97.30963,"thousand megawatthours",0.94546,"million MMBtu",276.369482607425,2.84010413571015
2011-05-01,"CA","California",98,"Electric Power","NG","natural gas","percent",27.62944,"million MMBtu",3.48775,"million MMBtu",3388.55354,"thousand megawatthours",31.11718,"million MMBtu",9095.9310143233,2.68431084442104
2011-04-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",24.74348,"million MMBtu",0.04749,"million MMBtu",2360.57404,"thousand megawatthours",24.79097,"million MMBtu",7246.70271850336,3.06989003340194
2011-04-01,"CA","California",98,"Electric Power","NG","natural gas","percent",32.6529,"million MMBtu",3.59075,"million MMBtu",4099.23388,"thousand megawatthours",36.24365,"million MMBtu",10594.4606840105,2.58449773644302
2011-04-01,"CA","California",98,"Electric Power","WND","wind","percent",9.332,"million MMBtu",0,"million MMBtu",960.47744,"thousand megawatthours",9.332,"million MMBtu",2727.85735165156,2.84010559545424
2011-04-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.7763,"million MMBtu",0,"million MMBtu",79.89873,"thousand megawatthours",0.7763,"million MMBtu",226.921952645425,2.84011964452283
2011-03-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.46664,"million MMBtu",0,"million MMBtu",48.02775,"thousand megawatthours",0.46664,"million MMBtu",136.404560070155,2.84011972391284
2011-03-01,"CA","California",98,"Electric Power","NG","natural gas","percent",38.4956,"million MMBtu",3.81257,"million MMBtu",4935.98151,"thousand megawatthours",42.30817,"million MMBtu",12367.1938029816,2.50551866491526
2011-03-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",22.50725,"million MMBtu",0.08191,"million MMBtu",2105.38095,"thousand megawatthours",22.58916,"million MMBtu",6603.08681672026,3.13629075855382
2011-03-01,"CA","California",98,"Electric Power","WND","wind","percent",5.94394,"million MMBtu",0,"million MMBtu",611.76862,"thousand megawatthours",5.94394,"million MMBtu",1737.486115171,2.84010336321435
2011-02-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.32324,"million MMBtu",0,"million MMBtu",33.26894,"thousand megawatthours",0.32324,"million MMBtu",94.4869921075709,2.84009626118448
2011-02-01,"CA","California",98,"Electric Power","NG","natural gas","percent",48.70392,"million MMBtu",3.94136,"million MMBtu",6307.74357,"thousand megawatthours",52.64528,"million MMBtu",15388.8570593394,2.43967702373471
2011-02-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",19.4584,"million MMBtu",0.13807,"million MMBtu",1795.14331,"thousand megawatthours",19.59647,"million MMBtu",5728.28705057001,3.19099150394294
2011-02-01,"CA","California",98,"Electric Power","WND","wind","percent",4.17112,"million MMBtu",0,"million MMBtu",429.30397,"thousand megawatthours",4.17112,"million MMBtu",1219.26921952645,2.84010702143391
2011-01-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.00516,"million MMBtu",0,"million MMBtu",0.53118,"thousand megawatthours",0.00516,"million MMBtu",1.50833089739842,2.83958525810163
2011-01-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",18.4307,"million MMBtu",0.20241,"million MMBtu",1687.31189,"thousand megawatthours",18.63311,"million MMBtu",5446.685179772,3.22802512804672
2011-01-01,"CA","California",98,"Electric Power","NG","natural gas","percent",47.97395,"million MMBtu",4.85742,"million MMBtu",6297.98691,"thousand megawatthours",52.83137,"million MMBtu",15443.2534346682,2.45209360631526
2011-01-01,"CA","California",98,"Electric Power","WND","wind","percent",2.27198,"million MMBtu",0,"million MMBtu",233.83916,"thousand megawatthours",2.27198,"million MMBtu",664.127448114586,2.8401036341158
2010-12-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",20.10525,"million MMBtu",0.14373,"million MMBtu",1828.04416,"thousand megawatthours",20.24898,"million MMBtu",5919.02367728734,3.23789972190133
2010-12-01,"CA","California",98,"Electric Power","WND","wind","percent",3.1573,"million MMBtu",0,"million MMBtu",323.62619,"thousand megawatthours",3.1573,"million MMBtu",922.917275650395,2.85180033065431
2010-12-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.12141,"million MMBtu",0,"million MMBtu",12.44426,"thousand megawatthours",0.12141,"million MMBtu",35.4896229172757,2.85188696774864
2010-12-01,"CA","California",98,"Electric Power","NG","natural gas","percent",57.10932,"million MMBtu",4.73576,"million MMBtu",7646.95379,"thousand megawatthours",61.84508,"million MMBtu",18078.0707395498,2.36408787551335
2010-11-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.32612,"million MMBtu",0,"million MMBtu",33.42726,"thousand megawatthours",0.32612,"million MMBtu",95.3288512130956,2.85182965080284
2010-11-01,"CA","California",98,"Electric Power","NG","natural gas","percent",62.64939,"million MMBtu",3.96346,"million MMBtu",8263.87598,"thousand megawatthours",66.61285,"million MMBtu",19471.7480268927,2.35624882004736
2010-11-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",19.75694,"million MMBtu",0.12699,"million MMBtu",1787.61907,"thousand megawatthours",19.88393,"million MMBtu",5812.31511254019,3.25142823215697
2010-11-01,"CA","California",98,"Electric Power","WND","wind","percent",2.97095,"million MMBtu",0,"million MMBtu",304.52582,"thousand megawatthours",2.97095,"million MMBtu",868.444899152295,2.85179397645919
2010-10-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.37519,"million MMBtu",0,"million MMBtu",38.45739,"thousand megawatthours",0.37519,"million MMBtu",109.672610347851,2.85179546370285
2010-10-01,"CA","California",98,"Electric Power","NG","natural gas","percent",74.01067,"million MMBtu",4.86965,"million MMBtu",9862.94177,"thousand megawatthours",78.88031,"million MMBtu",23057.6761180941,2.33780921106403
2010-10-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",19.97274,"million MMBtu",0.10733,"million MMBtu",1810.34003,"thousand megawatthours",20.08007,"million MMBtu",5869.6492253727,3.24229102163349
2010-10-01,"CA","California",98,"Electric Power","WND","wind","percent",3.62577,"million MMBtu",0,"million MMBtu",371.64483,"thousand megawatthours",3.62577,"million MMBtu",1059.85676702719,2.85180010987153
2010-09-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.83684,"million MMBtu",0,"million MMBtu",85.77632,"thousand megawatthours",0.83684,"million MMBtu",244.618532592809,2.85181892383363
2010-09-01,"CA","California",98,"Electric Power","NG","natural gas","percent",66.96992,"million MMBtu",4.67977,"million MMBtu",8617.92518,"thousand megawatthours",71.64969,"million MMBtu",20944.0777550424,2.43029236360142
2010-09-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",23.0421,"million MMBtu",0.07594,"million MMBtu",2110.45913,"thousand megawatthours",23.11803,"million MMBtu",6757.68196433791,3.20199612884136
2010-09-01,"CA","California",98,"Electric Power","WND","wind","percent",5.37461,"million MMBtu",0,"million MMBtu",550.90245,"thousand megawatthours",5.37461,"million MMBtu",1571.06401636948,2.85180074325224
2010-08-01,"CA","California",98,"Electric Power","WND","wind","percent",7.13589,"million MMBtu",0,"million MMBtu",731.43549,"thousand megawatthours",7.13589,"million MMBtu",2085.90762934814,2.85179986186908
2010-08-01,"CA","California",98,"Electric Power","NG","natural gas","percent",73.35031,"million MMBtu",4.96944,"million MMBtu",9427.73359,"thousand megawatthours",78.31975,"million MMBtu",22893.8175971938,2.428347956446
2010-08-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",25.80405,"million MMBtu",0.05479,"million MMBtu",2368.53832,"thousand megawatthours",25.85885,"million MMBtu",7558.85705933937,3.19135941163045
2010-08-01,"CA","California",98,"Electric Power","SUN","solar","percent",1.01732,"million MMBtu",0,"million MMBtu",104.27665,"thousand megawatthours",1.01732,"million MMBtu",297.375036539024,2.85178931754159
2010-07-01,"CA","California",98,"Electric Power","SUN","solar","percent",1.13434,"million MMBtu",0,"million MMBtu",116.27091,"thousand megawatthours",1.13434,"million MMBtu",331.581408944753,2.85180023915486
2010-07-01,"CA","California",98,"Electric Power","NG","natural gas","percent",61.2142,"million MMBtu",4.59181,"million MMBtu",7850.39489,"thousand megawatthours",65.80601,"million MMBtu",19235.8988599825,2.45030971429037
2010-07-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",27.65318,"million MMBtu",0.05697,"million MMBtu",2567.4455,"thousand megawatthours",27.71015,"million MMBtu",8100.01461560947,3.15489252473304
2010-07-01,"CA","California",98,"Electric Power","WND","wind","percent",9.02527,"million MMBtu",0,"million MMBtu",925.09969,"thousand megawatthours",9.02527,"million MMBtu",2638.19643379129,2.85179690611645
2010-06-01,"CA","California",98,"Electric Power","NG","natural gas","percent",34.237,"million MMBtu",3.77764,"million MMBtu",4474.1029,"thousand megawatthours",38.01464,"million MMBtu",11112.1426483484,2.48365826551473
2010-06-01,"CA","California",98,"Electric Power","WND","wind","percent",8.46273,"million MMBtu",0,"million MMBtu",867.4381,"thousand megawatthours",8.46273,"million MMBtu",2473.75913475592,2.85179903298681
2010-06-01,"CA","California",98,"Electric Power","SUN","solar","percent",1.17774,"million MMBtu",0,"million MMBtu",120.71968,"thousand megawatthours",1.17774,"million MMBtu",344.267757965507,2.85179481891857
2010-06-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",26.50165,"million MMBtu",0.07712,"million MMBtu",2458.19252,"thousand megawatthours",26.57876,"million MMBtu",7769.2955276235,3.16057243865647
2010-05-01,"CA","California",98,"Electric Power","SUN","solar","percent",1.03186,"million MMBtu",0,"million MMBtu",105.76663,"thousand megawatthours",1.03186,"million MMBtu",301.625255773166,2.85179981411118
2010-05-01,"CA","California",98,"Electric Power","NG","natural gas","percent",36.52651,"million MMBtu",3.72661,"million MMBtu",4875.99463,"thousand megawatthours",40.25312,"million MMBtu",11766.4776381175,2.41314409284276
2010-05-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",23.88581,"million MMBtu",0.03599,"million MMBtu",2203.39884,"thousand megawatthours",23.9218,"million MMBtu",6992.63373282666,3.17356694842712
2010-05-01,"CA","California",98,"Electric Power","WND","wind","percent",6.72083,"million MMBtu",0,"million MMBtu",688.89232,"thousand megawatthours",6.72083,"million MMBtu",1964.58053200818,2.85179624590413
2010-04-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.73345,"million MMBtu",0,"million MMBtu",75.17941,"thousand megawatthours",0.73345,"million MMBtu",214.396375328851,2.85179646034534
2010-04-01,"CA","California",98,"Electric Power","NG","natural gas","percent",51.94516,"million MMBtu",4.18721,"million MMBtu",6987.09307,"thousand megawatthours",56.13236,"million MMBtu",16408.1730488161,2.34835472841585
2010-04-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",21.83265,"million MMBtu",0.09604,"million MMBtu",2004.43201,"thousand megawatthours",21.92869,"million MMBtu",6410.02338497515,3.19792507453279
2010-04-01,"CA","California",98,"Electric Power","WND","wind","percent",5.32357,"million MMBtu",0,"million MMBtu",545.67116,"thousand megawatthours",5.32357,"million MMBtu",1556.14440222157,2.85179887869019
2010-03-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",21.31568,"million MMBtu",0.0159,"million MMBtu",1926.0372,"thousand megawatthours",21.33158,"million MMBtu",6235.48085355159,3.23746646926217
2010-03-01,"CA","California",98,"Electric Power","WND","wind","percent",3.88874,"million MMBtu",0,"million MMBtu",398.60011,"thousand megawatthours",3.88874,"million MMBtu",1136.72610347851,2.85179575961109
2010-03-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.49316,"million MMBtu",0,"million MMBtu",50.54902,"thousand megawatthours",0.49316,"million MMBtu",144.156679333528,2.85181946818214
2010-03-01,"CA","California",98,"Electric Power","NG","natural gas","percent",62.82329,"million MMBtu",4.41047,"million MMBtu",8409.67866,"thousand megawatthours",67.23376,"million MMBtu",19653.2475884244,2.33697961396594
2010-02-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.19881,"million MMBtu",0,"million MMBtu",20.37771,"thousand megawatthours",0.19881,"million MMBtu",58.114586378252,2.85187032194746
2010-02-01,"CA","California",98,"Electric Power","NG","natural gas","percent",58.10988,"million MMBtu",4.11908,"million MMBtu",7916.00752,"thousand megawatthours",62.22896,"million MMBtu",18190.2835428237,2.29791135201243
2010-02-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",18.643,"million MMBtu",0.10521,"million MMBtu",1626.12619,"thousand megawatthours",18.74821,"million MMBtu",5480.33031277404,3.37017529542036
2010-02-01,"CA","California",98,"Electric Power","WND","wind","percent",2.1527,"million MMBtu",0,"million MMBtu",220.6534,"thousand megawatthours",2.1527,"million MMBtu",629.260450160772,2.85180491286684
2010-01-01,"CA","California",98,"Electric Power","NG","natural gas","percent",63.53568,"million MMBtu",4.81222,"million MMBtu",8590.37889,"thousand megawatthours",68.34789,"million MMBtu",19978.921368021,2.32573226674302
2010-01-01,"CA","California",98,"Electric Power","WND","wind","percent",1.46479,"million MMBtu",0,"million MMBtu",150.14245,"thousand megawatthours",1.46479,"million MMBtu",428.17597193803,2.85179822187549
2010-01-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.021,"million MMBtu",0,"million MMBtu",2.1517,"thousand megawatthours",0.021,"million MMBtu",6.13855597778427,2.85288654449239
2010-01-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",19.19655,"million MMBtu",0.11329,"million MMBtu",1688.41865,"thousand megawatthours",19.30984,"million MMBtu",5644.50160771704,3.34306992387051
2009-12-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",32.59597,"million MMBtu",0.09839,"million MMBtu",1774.18437,"thousand megawatthours",32.69436,"million MMBtu",9556.95995323005,5.38667802221144
2009-12-01,"CA","California",98,"Electric Power","WND","wind","percent",1.66296,"million MMBtu",0,"million MMBtu",170.38561,"thousand megawatthours",1.66296,"million MMBtu",486.103478515054,2.85296087219486
2009-12-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.11902,"million MMBtu",0,"million MMBtu",12.19462,"thousand megawatthours",0.11902,"million MMBtu",34.7909967845659,2.85297916495683
2009-12-01,"CA","California",98,"Electric Power","NG","natural gas","percent",68.87732,"million MMBtu",5.4884,"million MMBtu",9236.801,"thousand megawatthours",74.36571,"million MMBtu",21738.0035077463,2.35341256217886
2009-11-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",31.37347,"million MMBtu",0.07217,"million MMBtu",1734.07303,"thousand megawatthours",31.44564,"million MMBtu",9191.94387605963,5.30078244516589
2009-11-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.24691,"million MMBtu",0,"million MMBtu",25.29835,"thousand megawatthours",0.24691,"million MMBtu",72.1748026892721,2.8529450612104
2009-11-01,"CA","California",98,"Electric Power","NG","natural gas","percent",60.03285,"million MMBtu",5.03839,"million MMBtu",8001.34222,"thousand megawatthours",65.07124,"million MMBtu",19021.1166325636,2.37724073156361
2009-11-01,"CA","California",98,"Electric Power","WND","wind","percent",2.29755,"million MMBtu",0,"million MMBtu",235.40421,"thousand megawatthours",2.29755,"million MMBtu",671.601870798012,2.85297306619118
2009-10-01,"CA","California",98,"Electric Power","NG","natural gas","percent",67.76567,"million MMBtu",5.32072,"million MMBtu",8825.24387,"thousand megawatthours",73.08639,"million MMBtu",21364.0426775797,2.420787798307
2009-10-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",33.40593,"million MMBtu",0.07877,"million MMBtu",1934.92574,"thousand megawatthours",33.4847,"million MMBtu",9787.98596901491,5.05858481629114
2009-10-01,"CA","California",98,"Electric Power","WND","wind","percent",3.96183,"million MMBtu",0,"million MMBtu",405.92479,"thousand megawatthours",3.96183,"million MMBtu",1158.0912014031,2.8529698848969
2009-10-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.45532,"million MMBtu",0,"million MMBtu",46.65201,"thousand megawatthours",0.45532,"million MMBtu",133.09558608594,2.85294430156256
2009-09-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",33.77526,"million MMBtu",0.07685,"million MMBtu",2020.76329,"thousand megawatthours",33.85211,"million MMBtu",9895.38439052909,4.8968547872468
2009-09-01,"CA","California",98,"Electric Power","WND","wind","percent",4.6817,"million MMBtu",0,"million MMBtu",479.68181,"thousand megawatthours",4.6817,"million MMBtu",1368.51797719965,2.85297034131782
2009-09-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.67781,"million MMBtu",0,"million MMBtu",69.44768,"thousand megawatthours",0.67781,"million MMBtu",198.132125109617,2.85296967601534
2009-09-01,"CA","California",98,"Electric Power","NG","natural gas","percent",92.88435,"million MMBtu",5.99773,"million MMBtu",11410.38254,"thousand megawatthours",98.88208,"million MMBtu",28904.4372990354,2.53316987381524
2009-08-01,"CA","California",98,"Electric Power","NG","natural gas","percent",85.49014,"million MMBtu",5.9555,"million MMBtu",10870.70384,"thousand megawatthours",91.44564,"million MMBtu",26730.6752411576,2.45896453758578
2009-08-01,"CA","California",98,"Electric Power","WND","wind","percent",6.62235,"million MMBtu",0,"million MMBtu",678.51882,"thousand megawatthours",6.62235,"million MMBtu",1935.79362759427,2.85296969005852
2009-08-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.83719,"million MMBtu",0,"million MMBtu",85.77761,"thousand megawatthours",0.83719,"million MMBtu",244.720841859106,2.85296876258391
2009-08-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",36.87116,"million MMBtu",0.07112,"million MMBtu",2289.18499,"thousand megawatthours",36.94228,"million MMBtu",10798.6787489038,4.71725911015336
2009-07-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",39.40006,"million MMBtu",0.09348,"million MMBtu",2535.34869,"thousand megawatthours",39.49353,"million MMBtu",11544.4402221573,4.55339349088005
2009-07-01,"CA","California",98,"Electric Power","WND","wind","percent",8.57844,"million MMBtu",0,"million MMBtu",878.93855,"thousand megawatthours",8.57844,"million MMBtu",2507.58257819351,2.85296688624422
2009-07-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.9248,"million MMBtu",0,"million MMBtu",94.75343,"thousand megawatthours",0.9248,"million MMBtu",270.330312774043,2.85298709264712
2009-07-01,"CA","California",98,"Electric Power","NG","natural gas","percent",84.06815,"million MMBtu",5.76019,"million MMBtu",10550.48018,"thousand megawatthours",89.82834,"million MMBtu",26257.9187372113,2.4887889735092
2009-06-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",37.30775,"million MMBtu",0.10774,"million MMBtu",2406.77196,"thousand megawatthours",37.41549,"million MMBtu",10937.0038000585,4.54426259813101
2009-06-01,"CA","California",98,"Electric Power","WND","wind","percent",8.29917,"million MMBtu",0,"million MMBtu",850.32458,"thousand megawatthours",8.29917,"million MMBtu",2425.94855305466,2.85296769035497
2009-06-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.78686,"million MMBtu",0,"million MMBtu",80.62121,"thousand megawatthours",0.78686,"million MMBtu",230.008769365683,2.85295605667147
2009-06-01,"CA","California",98,"Electric Power","NG","natural gas","percent",43.06957,"million MMBtu",4.29812,"million MMBtu",5516.96969,"thousand megawatthours",47.3677,"million MMBtu",13846.1560947091,2.50973938098782
2009-05-01,"CA","California",98,"Electric Power","WND","wind","percent",6.83967,"million MMBtu",0,"million MMBtu",700.78591,"thousand megawatthours",6.83967,"million MMBtu",1999.31891259866,2.85296676783735
2009-05-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.78363,"million MMBtu",0,"million MMBtu",80.29015,"thousand megawatthours",0.78363,"million MMBtu",229.064600993861,2.8529601824615
2009-05-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",35.38946,"million MMBtu",0.10609,"million MMBtu",2199.33182,"thousand megawatthours",35.49555,"million MMBtu",10375.7819351067,4.71769736642409
2009-05-01,"CA","California",98,"Electric Power","NG","natural gas","percent",48.41097,"million MMBtu",4.66418,"million MMBtu",6051.475,"thousand megawatthours",53.07515,"million MMBtu",15514.5133002046,2.56375731539908
2009-04-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.713,"million MMBtu",0,"million MMBtu",73.05337,"thousand megawatthours",0.713,"million MMBtu",208.418591055247,2.85296340271841
2009-04-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",34.5268,"million MMBtu",0.09884,"million MMBtu",2124.03427,"thousand megawatthours",34.62563,"million MMBtu",10121.4937152879,4.76522147417514
2009-04-01,"CA","California",98,"Electric Power","NG","natural gas","percent",46.18778,"million MMBtu",4.78868,"million MMBtu",5925.28749,"thousand megawatthours",50.97645,"million MMBtu",14901.0377082724,2.51482105018881
2009-04-01,"CA","California",98,"Electric Power","WND","wind","percent",5.88441,"million MMBtu",0,"million MMBtu",602.91095,"thousand megawatthours",5.88441,"million MMBtu",1720.08477053493,2.85296654594668
2009-03-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",34.42795,"million MMBtu",0.02811,"million MMBtu",2027.45223,"thousand megawatthours",34.45605,"million MMBtu",10071.9234142064,4.96777347706307
2009-03-01,"CA","California",98,"Electric Power","WND","wind","percent",4.31875,"million MMBtu",0,"million MMBtu",442.49507,"thousand megawatthours",4.31875,"million MMBtu",1262.42326805028,2.8529657246809
2009-03-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.54151,"million MMBtu",0,"million MMBtu",55.48261,"thousand megawatthours",0.54151,"million MMBtu",158.289973691903,2.85296552725084
2009-03-01,"CA","California",98,"Electric Power","NG","natural gas","percent",52.58562,"million MMBtu",4.53694,"million MMBtu",7012.71529,"thousand megawatthours",57.12256,"million MMBtu",16697.6205787781,2.38104926384059
2009-02-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",29.85258,"million MMBtu",0.12457,"million MMBtu",1677.67215,"thousand megawatthours",29.97715,"million MMBtu",8762.68634902075,5.22312202000895
2009-02-01,"CA","California",98,"Electric Power","WND","wind","percent",2.38735,"million MMBtu",0,"million MMBtu",244.60627,"thousand megawatthours",2.38735,"million MMBtu",697.851505407775,2.85295837023219
2009-02-01,"CA","California",98,"Electric Power","NG","natural gas","percent",56.9236,"million MMBtu",4.72361,"million MMBtu",7601.93174,"thousand megawatthours",61.64721,"million MMBtu",18020.2309266296,2.3704804966625
2009-02-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.21397,"million MMBtu",0,"million MMBtu",21.92266,"thousand megawatthours",0.21397,"million MMBtu",62.5460391698334,2.853031482942
2009-01-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.0185,"million MMBtu",0,"million MMBtu",1.89588,"thousand megawatthours",0.0185,"million MMBtu",5.40777550423853,2.85238280072501
2009-01-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",30.93768,"million MMBtu",0.10561,"million MMBtu",1657.30312,"thousand megawatthours",31.04328,"million MMBtu",9074.32914352528,5.47535875243225
2009-01-01,"CA","California",98,"Electric Power","NG","natural gas","percent",62.18103,"million MMBtu",5.72729,"million MMBtu",8293.99037,"thousand megawatthours",67.90832,"million MMBtu",19850.4296989184,2.39335094609212
2009-01-01,"CA","California",98,"Electric Power","WND","wind","percent",1.46241,"million MMBtu",0,"million MMBtu",149.83668,"thousand megawatthours",1.46241,"million MMBtu",427.480268927214,2.85297477845354
2008-12-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.11228,"million MMBtu",0,"million MMBtu",11.39478,"thousand megawatthours",0.11228,"million MMBtu",32.8208126278866,2.88033754297025
2008-12-01,"CA","California",98,"Electric Power","NG","natural gas","percent",71.33931,"million MMBtu",5.32075,"million MMBtu",9248.99952,"thousand megawatthours",76.66007,"million MMBtu",22408.67290266,2.4228212850702
2008-12-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",31.69779,"million MMBtu",0.09984,"million MMBtu",1762.86693,"thousand megawatthours",31.79763,"million MMBtu",9294.83484361298,5.27256747825712
2008-12-01,"CA","California",98,"Electric Power","WND","wind","percent",2.36599,"million MMBtu",0,"million MMBtu",240.10486,"thousand megawatthours",2.36599,"million MMBtu",691.607717041801,2.88044030862932
2008-11-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",30.63048,"million MMBtu",0.0733,"million MMBtu",1697.46175,"thousand megawatthours",30.70378,"million MMBtu",8975.08915521777,5.2873587020254
2008-11-01,"CA","California",98,"Electric Power","WND","wind","percent",2.19278,"million MMBtu",0,"million MMBtu",222.52705,"thousand megawatthours",2.19278,"million MMBtu",640.976322712657,2.88044227752382
2008-11-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.20946,"million MMBtu",0,"million MMBtu",21.25579,"thousand megawatthours",0.20946,"million MMBtu",61.2277111955568,2.88051919950079
2008-11-01,"CA","California",98,"Electric Power","NG","natural gas","percent",65.25331,"million MMBtu",4.8559,"million MMBtu",8226.69116,"thousand megawatthours",70.10921,"million MMBtu",20493.7766734873,2.49113237325993
2008-10-01,"CA","California",98,"Electric Power","WND","wind","percent",2.93327,"million MMBtu",0,"million MMBtu",297.67288,"thousand megawatthours",2.93327,"million MMBtu",857.430575855013,2.8804457290668
2008-10-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.45287,"million MMBtu",0,"million MMBtu",45.95744,"thousand megawatthours",0.45287,"million MMBtu",132.379421221865,2.88047857369481
2008-10-01,"CA","California",98,"Electric Power","NG","natural gas","percent",74.81123,"million MMBtu",5.24596,"million MMBtu",9535.9795,"thousand megawatthours",80.05719,"million MMBtu",23401.6924875767,2.45404181999099
2008-10-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",32.35147,"million MMBtu",0.09548,"million MMBtu",1825.58583,"thousand megawatthours",32.44695,"million MMBtu",9484.63899444607,5.19539472676892
2008-09-01,"CA","California",98,"Electric Power","NG","natural gas","percent",80.57548,"million MMBtu",5.41796,"million MMBtu",10295.12132,"thousand megawatthours",85.99344,"million MMBtu",25136.9307220111,2.44163521154223
2008-09-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",33.37947,"million MMBtu",0.09042,"million MMBtu",1955.07089,"thousand megawatthours",33.46989,"million MMBtu",9783.65682548962,5.004246585396
2008-09-01,"CA","California",98,"Electric Power","WND","wind","percent",3.99826,"million MMBtu",0,"million MMBtu",405.75032,"thousand megawatthours",3.99826,"million MMBtu",1168.74013446361,2.88044168261804
2008-09-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.71924,"million MMBtu",0,"million MMBtu",72.98956,"thousand megawatthours",0.71924,"million MMBtu",210.242619117217,2.88044782181475
2008-08-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.84137,"million MMBtu",0,"million MMBtu",85.38349,"thousand megawatthours",0.84137,"million MMBtu",245.942706810874,2.88044804459122
